project_code;stage_name;description;date_start;date_close;is_onhold;U_CoreServices
23042;Construction Administration;ID: HOTEL GUESTROOMS;9-1-2024;8-31-2027;N;S030
23042;Construction Administration;ID: BRANDED RESIDENCE;7-1-2024;6-30-2027;N;S030
23042;Construction Administration;ID: BACK OF HOUSE;7-1-2024;6-30-2027;N;S030
1403206;Contract Documentation;\N;9-1-2021;10-31-2023;N;S020
23072;Project Initiation;AR;5-12-2023;5-12-2023;N;S020
23072;Concept Design;AR;5-12-2023;8-31-2023;N;S020
23072;Schematic Design;AR;9-1-2023;11-17-2023;N;S020
23072;Contract Documentation;AR: FOR TENDER / FOR CONSTRUCTION;5-1-2024;6-30-2024;N;S020
23072;Construction Administration;AR;7-1-2024;6-30-2027;N;S020
23072;Design Development;AR: FOR REVIEW / FOR PERMIT;11-18-2023;4-30-2024;N;S020
1906502;Construction Administration;AR;4-1-2023;4-1-2023;Y;\N
23067;Project Initiation;AR;5-5-2023;5-5-2023;N;S020
23067;Concept Design;AR;5-15-2023;6-20-2023;N;S020
23067;Schematic Design;AR;6-21-2023;9-30-2023;N;S020
23067;Contract Documentation;AR: FOR BID PLANS AND FOR CONSTRUCTION;1-1-2024;3-31-2024;N;S020
23067;Construction Administration;AR;5-1-2024;4-30-2028;N;S020
23067;Design Development;AR: FOR PERMIT AND FOR REVIEW;10-1-2023;12-31-2023;N;S020
23046;Project Initiation;AR;5-5-2023;5-5-2023;N;S020
23046;Concept Design;AR;5-15-2023;6-30-2023;N;S020
23046;Schematic Design;AR;7-1-2023;9-30-2023;N;S020
23046;Contract Documentation;AR: FOR TENDER/ FOR CONSTRUCTION;1-1-2024;4-30-2024;N;S020
23046;Construction Administration;AR;5-1-2024;4-30-2028;N;S020
23046;Design Development;AR: FOR REVIEW/ FOR PERMIT;10-1-2023;12-31-2023;N;S020
23078;Project Initiation;AR;5-5-2023;5-5-2023;N;S020
23078;Concept Design;AR;5-15-2023;6-14-2023;N;S020
23078;Schematic Design;AR;7-15-2023;10-31-2023;N;S020
23078;Contract Documentation;AR: FOR TENDER / FOR CONSTRUCTION;3-1-2024;3-31-2024;N;S020
23078;Construction Administration;AR;5-1-2024;4-30-2027;N;S020
23078;Design Development;AR: FOR REVIEW / FOR PERMIT;11-1-2023;2-29-2024;N;S020
23079;Project Initiation;AR;5-8-2023;5-8-2023;N;S020
23079;Concept Design;AR;5-8-2023;7-31-2023;N;S020
23079;Schematic Design;AR: FOR REVIEW / FOR PERMIT;8-1-2023;1-31-2024;N;S020
23079;Contract Documentation;AR: DETAILED DESIGN (FOR TENDER / FOR CONSTRUCTION );1-1-2024;6-30-2024;N;S020
23079;Construction Administration;AR;7-1-2024;6-30-2028;N;S020
23068;Project Initiation;\N;5-8-2023;5-8-2023;N;S020
23068;Design Development;ON HOLD: FOR REVIEW / FOR PERMIT;5-8-2023;4-15-2024;Y;S020
23068;Contract Documentation;ON HOLD: FOR TENDER / FOR CONSTRUCTION;4-16-2024;6-30-2024;Y;S020
23068;Construction Administration;ON HOLD;7-1-2024;6-30-2026;Y;S020
23068;Concept Design;ON HOLD: CODE COMPLIANCE;5-8-2023;11-30-2023;Y;S020
23068;Schematic Design;ON HOLD: CODE COMPLIANCE;5-8-2023;1-31-2024;Y;S020
2207201;Schematic Design;(CONCEPT/SD);5-1-2023;7-31-2023;N;S030
2207201;Tender;(DD/CD);8-1-2023;12-31-2023;N;S030
2207201;Construction Administration;XXX;5-1-2023;5-1-2023;Y;\N
2207203;Project Initiation;\N;5-10-2023;5-10-2023;Y;S030
2207203;Schematic Design;CONCEPT/SD;5-10-2023;6-6-2023;Y;S030
2207203;Design Development;\N;6-7-2023;6-27-2023;Y;S030
2207203;Tender;\N;6-28-2023;7-31-2023;Y;S030
2207203;Construction Administration;\N;8-1-2023;7-31-2024;Y;S030
2207203;Project Initiation;SUBCON;5-10-2023;5-10-2023;Y;S070
2207203;Schematic Design;SUBCON - CONCEPT/SD;5-10-2023;6-6-2023;Y;S070
2207203;Design Development;SUBCON;6-7-2023;6-27-2023;Y;S070
2207203;Tender;SUBCON;6-28-2023;7-31-2023;Y;S070
2207203;Construction Administration;SUBCON;8-1-2023;7-31-2024;Y;S070
2207205;Project Initiation;ID;5-10-2023;5-10-2023;N;S030
2207205;Schematic Design;ID CONCEPT/SD;5-10-2023;6-30-2023;N;S030
2207205;Design Development;ID;7-1-2023;7-31-2023;N;S030
2207205;Contract Documentation;ID;8-1-2023;12-31-2023;N;S030
2207205;Construction Administration;ID;1-1-2024;2-28-2025;N;S030
2207205;Schematic Design;XXX;5-10-2023;5-10-2023;Y;\N
2207205;Design Development;XXX;5-10-2023;5-10-2023;Y;\N
2207205;Contract Documentation;XXX;5-10-2023;5-10-2023;Y;\N
2207205;Construction Administration;XXX;5-10-2023;5-10-2023;Y;\N
23086;Project Initiation;ID;10-1-2023;10-1-2023;N;S030
23086;Schematic Design;ID: CONCEPT/SD;10-1-2023;10-15-2023;N;S030
23086;Design Development;ID;10-16-2023;10-31-2023;N;S030
23086;Contract Documentation;ID;11-1-2023;12-31-2023;N;S030
23086;Construction Administration;ID;1-1-2024;2-28-2025;N;S030
23087;Project Initiation;ID;10-26-2023;10-26-2023;N;S030
23087;Schematic Design;ID;10-1-2023;10-15-2023;N;S030
23087;Design Development;ID;10-16-2023;10-31-2023;N;S030
23087;Contract Documentation;ID;11-1-2023;12-31-2023;N;S030
23087;Construction Administration;ID;1-1-2024;2-28-2025;N;S030
23082;Project Initiation;DOWNPAYMENT;5-29-2023;5-29-2023;Y;S060
23082;BIM LOD 300 Architecture and Structural Modelling;\N;5-29-2023;7-31-2023;Y;S060
23082;BIM LOD 300 MEPF Modelling;\N;8-1-2023;9-30-2023;Y;S060
23082;Clash Detection and Resolution;\N;10-1-2023;11-30-2023;Y;S060
23082;2D Combined Services Drawings;\N;12-1-2023;12-31-2023;Y;S060
23044;Final Renderings;FINAL RENDERING/ ANIMATION;5-29-2023;8-15-2023;N;S050
22056;Project Initiation;BIM;11-1-2023;11-1-2023;Y;S060
22056;BIM LOD 300 Architecture and Structural Modelling;BIM;12-1-2023;1-31-2024;Y;S060
22056;BIM LOD 300 MEPF Modelling;BIM;2-1-2024;4-30-2024;Y;S060
22056;Clash Detection and Resolution;BIM;5-1-2024;6-30-2024;Y;S060
22056;2D Combined Services Drawings;BIM;7-1-2024;8-31-2024;Y;S060
1507702;Construction Administration;\N;6-1-2023;1-31-2024;N;S020
2201101;Schematic Design;AR;5-1-2023;5-1-2023;Y;S020
2201101;Design Development;AR;5-1-2023;5-1-2023;Y;S020
2201101;Contract Documentation;AR;5-1-2023;5-1-2023;Y;S020
2201101;Construction Administration;AR;5-1-2023;5-1-2023;Y;S020
23118;Concept Design;ID;6-1-2023;6-1-2023;Y;S030
23118;Contract Documentation;ID: BUILDING PERMIT;6-1-2023;6-1-2023;Y;S030
1722305;Construction Administration;AR;6-1-2023;12-31-2024;N;S020
16039J16;Construction Administration;AIDEA ID;4-1-2023;7-31-2023;N;S030
16039J16;Construction Administration;SUBCON;4-1-2023;7-31-2023;N;S070
2106001;Contract Documentation;AR;10-1-2022;5-31-2023;N;S020
1601702;Construction Administration;AR;4-1-2024;5-31-2024;N;S020
1601903;Construction Administration;AR;11-1-2023;5-31-2024;N;S020
23112;Project Initiation;AR;6-10-2023;6-10-2023;N;S020
23112;Contract Documentation;AR;6-11-2023;3-31-2024;N;S020
23112;Construction Administration;AR;4-1-2024;7-31-2024;N;S020
23100;Project Initiation;AR;7-1-2023;7-1-2023;N;S020
23100;Concept Design;AR;7-24-2023;3-15-2024;N;S020
23100;Schematic Design;AR;3-16-2024;5-15-2024;N;S020
23100;Design Development;AR;5-16-2024;8-15-2024;N;S020
23100;Contract Documentation;AR;8-16-2024;11-30-2024;N;S020
23100;Construction Administration;AR;12-1-2024;5-31-2026;N;S020
23100;Project Initiation;STRUCTURAL;7-1-2023;7-1-2023;N;S070
23100;Schematic Design;STRUCTURAL;4-1-2024;5-15-2024;N;S070
23100;Design Development;STRUCTURAL;5-16-2024;8-15-2024;N;S070
23100;Contract Documentation;STRUCTURAL;8-16-2024;11-30-2024;N;S070
23100;Construction Administration;STRUCTURAL;12-1-2024;5-31-2026;N;S070
23100;Project Initiation;MECHANICAL;7-1-2023;7-1-2023;N;S070
23100;Schematic Design;MECHANICAL;4-1-2024;5-15-2024;N;S070
23100;Design Development;MECHANICAL;5-16-2024;8-15-2024;N;S070
23100;Contract Documentation;MECHANICAL;8-16-2024;11-30-2024;N;S070
23100;Construction Administration;MECHANICAL;12-1-2024;5-31-2026;N;S070
23100;Project Initiation;ELECTRICAL;7-1-2023;7-1-2023;N;S070
23100;Schematic Design;ELECTRICAL;4-1-2024;5-15-2024;N;S070
23100;Design Development;ELECTRICAL;5-16-2024;8-15-2024;N;S070
23100;Contract Documentation;ELECTRICAL;8-16-2024;11-30-2024;N;S070
23100;Construction Administration;ELECTRICAL;12-1-2024;5-31-2026;N;S070
23100;Project Initiation;PLUMBING & FIRE PROTECTION;7-1-2023;7-1-2023;N;S070
23100;Schematic Design;PLUMBING & FIRE PROTECTION;4-1-2024;5-15-2024;N;S070
23100;Design Development;PLUMBING & FIRE PROTECTION;5-16-2024;8-15-2024;N;S070
23100;Contract Documentation;PLUMBING & FIRE PROTECTION;8-16-2024;11-30-2024;N;S070
23100;Construction Administration;PLUMBING & FIRE PROTECTION;12-1-2024;5-31-2026;N;S070
23100;Project Initiation;FIRE LIFE SAFETY;7-1-2023;7-1-2023;N;S070
23100;Schematic Design;FIRE LIFE SAFETY;4-1-2024;5-15-2024;N;S070
23100;Design Development;FIRE LIFE SAFETY;5-16-2024;8-15-2024;N;S070
23100;Contract Documentation;FIRE LIFE SAFETY;8-16-2024;11-30-2024;N;S070
23100;Project Initiation;WELL: ON HOLD;7-1-2023;7-1-2023;Y;S080
23100;Concept Design;WELL: ON HOLD;7-24-2023;3-15-2024;Y;S080
23100;Schematic Design;WELL: ON HOLD;3-16-2024;5-15-2024;Y;S080
23100;Design Development;WELL: ON HOLD;5-16-2024;8-15-2024;Y;S080
23100;Contract Documentation;WELL: ON HOLD;8-16-2024;11-30-2024;Y;S080
23100;Construction Administration;WELL: ON HOLD;12-1-2024;5-31-2026;Y;S080
23100;Project Initiation;LEED;7-1-2023;7-1-2023;N;S070
23100;Schematic Design;LEED;4-1-2024;5-15-2024;N;S070
23100;Design Development;LEED;5-16-2024;8-15-2024;N;S070
23100;Contract Documentation;LEED;8-16-2024;11-30-2024;N;S070
23100;Construction Administration;LEED;12-1-2024;5-31-2026;N;S070
23092;Test-Fit;ID;7-1-2023;7-15-2023;N;S030
1711506;Project Initiation;ID;7-4-2023;7-4-2023;N;S030
1711506;Contract Documentation;ID: COMPLETION OF FF&E DOCUMENTATION SCOPE;7-4-2023;9-30-2023;N;S030
1711506;Construction Administration;ID;11-1-2023;2-29-2024;N;S030
23052;Project Initiation;AR;7-1-2023;7-1-2023;N;S020
23052;Concept Design;AR;7-1-2023;6-30-2024;N;S020
23052;Schematic Design;AR;7-1-2024;9-30-2024;N;S020
23052;Design Development;AR;10-1-2024;1-31-2025;N;S020
23052;Contract Documentation;AR;2-1-2025;7-31-2025;N;S020
23052;Construction Administration;AR;8-1-2025;1-31-2033;N;S020
23052;Project Initiation;ID;7-1-2023;7-1-2023;N;S030
23052;Concept Design;ID;7-1-2023;6-30-2024;N;S030
23052;Schematic Design;ID;7-1-2024;9-30-2024;N;S030
23052;Design Development;ID;10-1-2024;1-31-2025;N;S030
23052;Contract Documentation;ID;2-1-2025;7-31-2025;N;S030
23052;Construction Administration;ID;8-1-2025;1-31-2033;N;S030
23122;Project Initiation;AR;7-1-2023;7-1-2023;N;S020
23122;Concept Design;AR;7-1-2023;10-16-2023;N;S020
23123;Project Initiation;TOWER 1;10-2-2023;10-2-2023;N;S020
23123;Schematic Design;TOWER 1;10-2-2023;2-29-2024;N;S020
23123;Detailed Design;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Tender;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Construction Administration;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Project Initiation;TOWER 2;10-2-2023;10-2-2023;N;S020
23123;Schematic Design;TOWER 2;10-2-2023;2-29-2024;N;S020
23123;Detailed Design;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Tender;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Construction Administration;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Project Initiation;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Schematic Design;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Detailed Design;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Tender;NOT USED;10-2-2023;10-2-2023;Y;S020
23123;Construction Administration;NOT USED;10-2-2023;10-2-2023;Y;S020
2213601;Animation;RENDERING SERVICES;7-5-2023;8-31-2023;N;S050
22153;Project Initiation;MP;7-1-2023;7-1-2023;N;S010
22153;Data Collection and Analysis;MP;7-1-2023;8-31-2023;N;S010
22153;Visioning and Options Generation;MP;9-1-2023;11-30-2023;N;S010
22153;Final Masterplanning;CONCEPTUAL MP (INCLUDING VISUALLIZATION);12-1-2023;2-29-2024;N;S010
22154;Project Initiation;MOBILIZATION FOR ALL;8-7-2023;8-7-2023;N;S020
22154;Planning and Programming;AR;7-27-2023;9-7-2023;N;S020
22154;Concept Design;AR;7-27-2023;10-20-2023;N;S020
22154;Schematic Design;AR;10-23-2023;4-16-2024;N;S020
22154;Design Development;AR;4-19-2024;6-21-2024;N;S020
22154;Contract Documentation;AR;6-22-2024;7-31-2024;N;S020
22154;Contract Documentation;AR: PROCUREMENT PHASE;8-1-2024;10-31-2024;N;S020
22154;Construction Administration;AR: PHASE 1;11-1-2024;10-31-2026;N;S020
22154;Design Development;NOT USED;8-7-2023;8-7-2023;Y;\N
22154;Contract Documentation;NOT USED;8-7-2023;8-7-2023;Y;\N
22154;Contract Documentation;NOT USED;8-7-2023;8-7-2023;Y;\N
22154;Construction Administration;NOT USED;8-7-2023;8-7-2023;Y;\N
22154;Design Development;NOT USED;8-7-2023;8-7-2023;Y;\N
22154;Contract Documentation;NOT USED;8-7-2023;8-7-2023;Y;\N
22154;Contract Documentation;NOT USED;8-7-2023;8-7-2023;Y;\N
22154;Construction Administration;NOT USED;8-7-2023;8-7-2023;Y;\N
22154;Construction Administration;AR: PHASE 2;11-1-2026;10-31-2027;N;S020
22154;Preliminary Design;ID;4-19-2024;6-21-2024;N;S030
22154;Detailed Design;ID;6-24-2024;8-2-2024;N;S030
22154;Contract Documentation;ID: PROCUREMENT PHASE;8-3-2024;10-31-2024;N;S030
22154;Construction Administration;ID;11-1-2024;10-31-2025;N;S030
22154;Preliminary Design;EGD;4-19-2024;6-21-2024;N;S040
22154;Detailed Design;EGD;6-24-2024;8-2-2024;N;S040
22154;Construction Administration;EGD;9-1-2024;8-31-2025;N;S040
22154;Schematic Design;ACOUSTICS;10-23-2023;4-16-2024;N;S070
22154;Design Development;ACOUSTICS;4-19-2024;6-21-2024;N;S070
22154;Contract Documentation;ACOUSTICS;6-22-2024;10-31-2024;N;S070
22154;Construction Administration;ACOUSTICS;11-1-2024;10-31-2027;N;S070
22154;Schematic Design;LANDSCAPE & AUTOMATIC IRRIGATION;10-23-2023;4-16-2024;N;S070
22154;Design Development;LANDSCAPE & AUTOMATIC IRRIGATION;4-19-2024;6-21-2024;N;S070
22154;Contract Documentation;LANDSCAPE & AUTOMATIC IRRIGATION;6-22-2024;7-31-2024;N;S070
22154;Contract Documentation;LANDSCAPE & AUTOMATIC IRRIGATION: PROCUREMENT PHASE;8-1-2024;10-31-2024;N;S070
22154;Construction Administration;LANDSCAPE & AUTOMATIC IRRIGATION;11-1-2024;10-31-2025;N;S070
22154;Schematic Design;KITCHEN;10-23-2023;4-16-2024;N;S070
22154;Design Development;KITCHEN;4-19-2024;6-21-2024;N;S070
22154;Contract Documentation;KITCHEN;6-22-2024;10-31-2024;N;S070
22154;Construction Administration;KITCHEN;11-1-2024;10-31-2026;N;S070
22154;Design Development;MEDICAL EQUIPMENT PLANNING;4-19-2024;6-21-2024;N;S070
22154;Contract Documentation;MEDICAL EQUIPMENT PLANNING;6-22-2024;10-31-2024;N;S070
23018;Project Initiation;AR;7-6-2023;7-6-2023;N;S020
23018;Schematic Design;AR: CONCEPT/SD;7-6-2023;3-31-2024;N;S020
23018;Design Development;AR;4-1-2024;5-31-2024;N;S020
23018;Contract Documentation;AR;6-1-2024;7-31-2024;N;S020
23018;Tender;AR: BIDDING, EVALUATION & NEGOTIATION PHASE;9-1-2024;10-31-2024;N;S020
23018;Construction Administration;AR;11-1-2024;4-30-2026;N;S020
23097;Project Initiation;AR;7-6-2023;7-6-2023;N;S020
23097;Schematic Design;AR: CONCEPT/SD;7-6-2023;3-15-2024;N;S020
23097;Design Development;AR;3-11-2024;6-15-2024;N;S020
23097;Contract Documentation;AR;6-16-2024;9-15-2024;N;S020
23097;Construction Administration;AR;9-16-2024;9-15-2028;N;S020
23097;Project Initiation;STRUCTURAL;7-6-2023;7-6-2023;N;S070
23097;Schematic Design;STRUCTURAL: CONCEPT/SD;7-6-2023;3-15-2024;N;S070
23097;Design Development;STRUCTURAL;3-11-2024;6-15-2024;N;S070
23097;Contract Documentation;STRUCTURAL;6-16-2024;9-15-2024;N;S070
23097;Construction Administration;STRUCTURAL;9-16-2024;9-15-2028;N;S070
23097;Project Initiation;MEPF;7-6-2023;7-6-2023;N;S070
23097;Schematic Design;MEPF: CONCEPT/SD;7-6-2023;9-15-2024;N;S070
23097;Design Development;MEPF;3-11-2024;6-15-2024;N;S070
23097;Contract Documentation;MEPF;6-16-2024;9-15-2024;N;S070
23097;Construction Administration;MEPF;9-16-2024;9-15-2028;N;S070
23097;Project Initiation;FIRE LIFE AND SAFETY;7-6-2023;7-6-2023;N;S070
23097;Schematic Design;FIRE LIFE AND SAFETY: CONCEPT/SD;7-6-2023;3-15-2024;N;S070
23097;Design Development;FIRE LIFE AND SAFETY;3-11-2024;6-15-2024;N;S070
23097;Contract Documentation;FIRE LIFE AND SAFETY;6-16-2024;9-15-2024;N;S070
23097;Construction Administration;FIRE LIFE AND SAFETY;9-16-2024;9-15-2028;N;S070
23097;Project Initiation;LEED CONSULTANCY;7-6-2023;7-6-2023;N;S070
23097;Schematic Design;LEED CONSULTANCY: CONCEPT/SD;7-6-2023;3-15-2024;N;S070
23097;Design Development;LEED CONSULTANCY;3-11-2024;6-15-2024;N;S070
23097;Contract Documentation;LEED CONSULTANCY;6-16-2024;9-15-2024;N;S070
23097;Construction Administration;LEED CONSULTANCY;9-16-2024;9-15-2028;N;S070
23097;Project Initiation;WELL CONSULTANCY;7-6-2023;7-6-2023;N;S070
23097;Schematic Design;WELL CONSULTANCY: CONCEPT/SD;7-6-2023;3-15-2024;N;S070
23097;Design Development;WELL CONSULTANCY;3-11-2024;6-15-2024;N;S070
23097;Contract Documentation;WELL CONSULTANCY;6-16-2024;9-15-2024;N;S070
23097;Construction Administration;WELL CONSULTANCY;9-16-2024;9-15-2028;N;S070
23097;Project Initiation;BIM LOD 300;7-6-2023;7-6-2023;N;S060
23097;Design Development;BIM LOD 300;3-11-2024;6-15-2024;N;S060
23097;Contract Documentation;BIM LOD 300;6-16-2024;9-15-2024;N;S060
2110703;Project Initiation;MF;6-1-2023;6-1-2023;N;S020
2110703;Contract Documentation;MF;8-1-2023;5-31-2024;N;S020
2110703;Construction Administration;MF;6-1-2024;5-31-2030;N;S020
2110703;Post Construction Phase;MF;6-1-2030;6-30-2030;N;S020
2110703;Project Initiation;SUBCON;6-1-2023;6-1-2023;N;S070
2110703;Contract Documentation;SUBCON;8-1-2023;5-31-2024;N;S070
2110703;Construction Administration;SUBCON;6-1-2024;5-31-2030;N;S070
2110703;Post Construction Phase;SUBCON;6-1-2030;6-30-2030;N;S070
23129;Concept Design;\N;7-10-2023;10-20-2023;Y;\N
1815101;Schematic Design;AR: RE-DESIGN;7-24-2023;4-30-2024;N;S020
23128;Project Initiation;ID;1-1-2024;1-1-2024;Y;\N
23128;Concept Design;NOT USED;1-1-2024;1-1-2024;Y;\N
23128;Schematic Design;NOT USED;1-1-2024;1-1-2024;Y;\N
23128;Design Development;ID;1-1-2024;1-1-2024;Y;\N
23128;Contract Documentation;ID;1-1-2024;1-1-2024;Y;\N
23128;Construction Administration;ID;1-1-2024;1-1-2024;Y;\N
23163;Concept Design;ID;7-24-2023;12-31-2023;Y;\N
23163;Contract Documentation;ID: BUILDING PERMIT;7-24-2023;7-24-2023;Y;\N
23101;Project Initiation;ID;7-17-2023;7-17-2023;N;S030
23101;Concept Design;ID;7-17-2023;8-31-2023;N;S030
23101;Schematic Design;ID;9-1-2023;11-30-2023;N;S030
23101;Design Development;ID;1-31-2024;4-15-2024;N;S030
23101;Contract Documentation;ID;4-16-2024;6-11-2024;N;S030
23101;Construction Administration;ID;7-1-2024;6-30-2028;N;S030
23140;Code Review;AIDEA;8-8-2023;9-22-2023;N;S020
23140;Code Review;SUBCON;8-8-2023;9-22-2023;N;S070
23035;Project Initiation;AR;8-10-2023;8-10-2023;N;S020
23035;Preliminary Design;AR;9-1-2023;6-30-2024;N;S020
23035;Detailed Design;AR;7-1-2024;10-31-2024;N;S020
23035;Construction Administration;AR;11-1-2024;10-31-2027;N;S020
23145;Project Initiation;\N;8-10-2023;8-10-2023;N;S050
23145;Preliminary Renderings;\N;8-11-2023;12-31-2023;N;S050
23145;Final Renderings;\N;1-1-2024;3-31-2024;N;S050
23138;Project Initiation;ID;8-10-2023;8-10-2023;N;S030
23138;Concept Design;ID;8-10-2023;4-30-2024;N;S030
23138;Schematic Design;ID;5-1-2024;6-30-2024;N;S030
23138;Design Development;ID;7-1-2024;7-31-2024;N;S030
23138;Contract Documentation;ID;8-1-2024;9-30-2024;N;S030
23138;Construction Administration;ID;10-1-2024;9-30-2027;N;S030
23108;Project Initiation;\N;8-10-2023;8-10-2023;N;S050
23108;Preliminary Renderings;\N;8-10-2023;9-30-2023;N;S050
23108;Final Renderings;\N;10-1-2023;4-30-2024;N;S050
23136;Project Initiation;ID;8-10-2023;8-10-2023;N;S030
23136;Concept Design;ID;9-15-2023;4-30-2024;N;S030
23136;Schematic Design;ID;5-1-2024;6-30-2024;N;S030
23136;Design Development;ID;7-1-2024;8-31-2024;N;S030
23136;Contract Documentation;ID;9-1-2024;10-31-2024;N;S030
23136;Construction Administration;ID;11-1-2025;10-31-2028;N;S030
23144;Project Initiation;\N;8-10-2023;8-10-2023;N;S050
23144;Preliminary Renderings;\N;10-1-2023;3-31-2024;N;S050
23144;Final Renderings;\N;4-1-2024;7-31-2024;N;S050
23146;Project Initiation;\N;8-10-2023;8-10-2023;N;S050
23146;Preliminary Renderings;\N;10-1-2023;4-30-2024;N;S050
23146;Final Renderings;\N;5-1-2024;5-31-2024;N;S050
23147;Project Initiation;\N;8-10-2023;8-10-2023;N;S050
23147;Preliminary Renderings;\N;10-1-2023;3-31-2024;N;S050
23147;Final Renderings;\N;4-1-2024;7-31-2024;N;S050
23134;Project Initiation;ID;8-10-2023;8-10-2023;N;S030
23134;Concept Design;ID;8-10-2023;3-31-2024;N;S030
23134;Schematic Design;ID;4-1-2024;4-30-2024;N;S030
23134;Design Development;ID;5-1-2024;6-30-2024;N;S030
23134;Contract Documentation;ID;7-1-2024;8-31-2024;N;S030
23134;Construction Administration;ID;9-1-2024;8-31-2027;N;S030
23137;Project Initiation;ID;8-10-2023;8-10-2023;N;S030
23137;Concept Design;ON HOLD: ID;1-3-2024;4-30-2024;Y;S030
23137;Schematic Design;ON HOLD: ID;5-1-2024;6-30-2024;Y;S030
23137;Design Development;ON HOLD: ID;7-1-2024;9-30-2024;Y;S030
23137;Contract Documentation;ON HOLD: ID;10-1-2024;12-31-2024;Y;S030
23137;Construction Administration;ON HOLD: ID;1-1-2025;12-31-2028;Y;S030
23135;Project Initiation;ID;8-10-2023;8-10-2023;N;S030
23135;Concept Design;ON HOLD: ID;8-10-2023;3-31-2024;Y;S030
23135;Schematic Design;ON HOLD: ID;4-1-2024;5-31-2024;Y;S030
23135;Design Development;ON HOLD: ID;6-1-2024;7-31-2024;Y;S030
23135;Contract Documentation;ON HOLD: ID;8-1-2024;9-30-2024;Y;S030
23135;Construction Administration;ON HOLD: ID;10-1-2024;9-30-2027;Y;S030
2108701;Design Development;AR;8-16-2023;10-31-2023;N;S020
2208101;Schematic Design;MP;7-27-2023;9-15-2023;N;S020
23061;Project Initiation;AR;8-10-2023;8-10-2023;N;S020
23061;Preliminary Design;AR;8-10-2023;4-30-2024;N;S020
23061;Design Development;AR;5-1-2024;8-31-2024;N;S020
23061;Contract Documentation;AR;9-1-2024;2-28-2025;N;S020
23061;Construction Administration;AR;3-1-2025;2-28-2027;N;S020
23105;Project Initiation;MP;8-21-2023;8-21-2023;Y;S010
23105;Data Collection and Analysis;MP;8-21-2023;8-21-2023;Y;S010
23105;Visioning and Options Generation;MP;8-21-2023;8-21-2023;Y;S010
23105;Conceptual Masterplanning;MP;8-21-2023;8-21-2023;Y;S010
23105;Detailed Masterplanning;MP;8-21-2023;8-21-2023;Y;S010
23161;Project Initiation;AIDEA & SUBCON;8-1-2023;8-1-2023;N;S050
23161;Final Renderings;AIDEA & SUBCON;8-1-2023;8-31-2023;N;S050
2204402;Project Initiation;AR;8-31-2023;8-31-2023;N;S020
2204402;Marketing Collaterals;ON HOLD: AR: Individual Lot Plans;9-1-2023;12-15-2023;Y;S020
23184;Concept Design;AR;8-29-2023;9-30-2023;Y;\N
2109601;Project Initiation;AR;9-5-2023;9-5-2023;N;S020
2109601;Contract Documentation;AR;9-5-2023;10-22-2023;N;S020
23026;Project Initiation;ID;9-8-2023;9-8-2023;N;S030
23026;Preliminary Design;ID;9-8-2023;4-30-2024;N;S030
23154;Project Initiation;ID;1-25-2024;1-25-2024;N;S030
23154;Preliminary Design;ID;1-25-2024;4-30-2024;N;S030
1506818;Construction Administration;AR;10-1-2023;2-29-2024;N;S020
1506819;Construction Administration;AR;10-1-2023;2-29-2024;N;S020
16039J18;Construction Administration;ID;8-1-2023;3-31-2024;N;S030
16039J18;Construction Administration;SUBCON;8-1-2023;3-31-2024;N;S070
16039J19;Construction Administration;AR;8-1-2023;3-31-2024;N;S020
16039J19;Construction Administration;STRUCTURAL ENGINEERING;8-1-2023;3-31-2024;N;S070
16039J19;Construction Administration;MECHANICAL ENGINEERING;8-1-2023;3-31-2024;N;S070
16039J19;Construction Administration;ELECTRICAL ENGINEERING;8-1-2023;3-31-2024;N;S070
16039J19;Construction Administration;PLUMB., SANIT. & FIRE PROTECT.;8-1-2023;3-31-2024;N;S070
23170;Project Initiation;ID;9-14-2023;9-14-2023;N;S030
23170;Concept Design;ID;9-14-2023;9-30-2023;N;S030
23170;Schematic Design;ID;9-25-2023;10-6-2023;N;S030
23170;Detailed Design;ID;10-9-2023;3-15-2024;N;S030
23170;Construction Administration;ID;4-1-2024;7-31-2024;N;S030
23190;Contract Documentation;TAX DECLARATION REQUIREMENTS;9-15-2023;1-31-2024;N;S020
1507501;Schematic Design;AR;8-31-2020;8-31-2020;N;S020
1507502;Schematic Design;AR;8-31-2020;8-31-2020;N;S020
1507503;Schematic Design;AR;8-31-2020;8-31-2020;N;S020
1507505;Design Development;AR;8-31-2020;8-31-2020;N;S020
23109;Others;DUE DILIGENCE: PRELIMINARY REPORT;9-25-2023;12-3-2023;N;S080
23109;Others;DUE DILIGENCE: FINAL REPORT;12-4-2023;1-3-2024;N;S080
23157;Project Initiation;MF;10-3-2023;10-3-2023;N;S020
23157;Schematic Design;MF;10-3-2023;2-29-2024;N;S020
23157;Design Development;MF: FOR PERMIT;3-1-2024;3-31-2024;N;S020
